Entity,Code,Year,$2.15 a day - Share of population in poverty,990305-annotations,$2.15 a day - Number in poverty,990286-annotations
Switzerland,CHE,2007,0.0208164,,1572,
Switzerland,CHE,2008,0.068479605,,5237,
Switzerland,CHE,2009,0.038057733,,2947,
Switzerland,CHE,2010,0.048670206,,3808,
Switzerland,CHE,2011,0.0031113164,,246,
Switzerland,CHE,2012,0.008965495,,717,
Switzerland,CHE,2013,0.042183742,,3412,
Switzerland,CHE,2014,0.032768063,,2683,
Switzerland,CHE,2015,0.030542554,,2530,
Switzerland,CHE,2016,0.03427533,,2870,
Switzerland,CHE,2017,0,,0,
Switzerland,CHE,2018,0.03050398,,2597,
Switzerland,CHE,2019,0.017386846,,1491,
Switzerland,CHE,2020,0.037200913,,3213,
Syria,SYR,1996,2.3783545,,356877,
Syria,SYR,2003,1.0559967,,188471,
Syria,SYR,2006,1.7859999,,365897,
Syria,SYR,2009,1.225,,267383,
Syria,SYR,2022,24.835932,,5495012,
Taiwan,TWN,1981,0,,0,
Taiwan,TWN,1986,0,,0,
Taiwan,TWN,1991,0,,0,
Taiwan,TWN,1995,0.49881068,,106037,
Taiwan,TWN,1997,0,,0,
Taiwan,TWN,2000,0,,0,
Taiwan,TWN,2005,0,,0,
Taiwan,TWN,2007,0,,0,
Taiwan,TWN,2010,0.24100542,,55765,
Taiwan,TWN,2013,0,,0,
Taiwan,TWN,2016,0,,0,
Taiwan,TWN,2017,0,,0,
Taiwan,TWN,2018,0,,0,
Taiwan,TWN,2019,0,,0,
Taiwan,TWN,2020,0,,0,
Taiwan,TWN,2021,0,,0,
Tajikistan,TJK,1999,61.962402,,3835203,
Tajikistan,TJK,2003,36.74976,,2452125,
Tajikistan,TJK,2004,21.35816,,1452612,
Tajikistan,TJK,2007,12.797472,,919932,
Tajikistan,TJK,2009,6.792115,,507276,
Tajikistan,TJK,2015,6.114529,,521206,
Tanzania,TZA,1991,69.288864,,19072132,
Tanzania,TZA,2000,84.03533,,29225350,
Tanzania,TZA,2007,56.240715,,23461656,
Tanzania,TZA,2011,44.655464,,21198400,
Tanzania,TZA,2018,44.94932,,26045692,
Thailand,THA,1981,22.728,,10620179,
Thailand,THA,1988,17.636,,9419557,
Thailand,THA,1990,12.345011,,6817953,
Thailand,THA,1992,8.9950075,,5121669,
Thailand,THA,1994,4.503987,,2639787,
Thailand,THA,1996,3.0861952,,1858232,
Thailand,THA,1998,2.175271,,1343126,
Thailand,THA,1999,3.950531,,2466816,
Thailand,THA,2000,3.9674916,,2502162,
Thailand,THA,2002,1.7592947,,1129864,
Thailand,THA,2004,1.1857115,,774402,
Thailand,THA,2006,0.92987514,,616689,
Thailand,THA,2007,0.54169595,,361998,
Thailand,THA,2008,0.30446866,,204993,
Thailand,THA,2009,0.24722661,,167653,
Thailand,THA,2010,0.26523823,,181079,
Thailand,THA,2011,0.07156153,,49172,
Thailand,THA,2012,0.11532052,,79752,
Thailand,THA,2013,0.060821895,,42319,
Thailand,THA,2014,0.090258256,,63146,
Thailand,THA,2015,0.04653752,,32713,
Thailand,THA,2016,0.0361475,,25523,
Thailand,THA,2017,0.03712679,,26322,
Thailand,THA,2018,0.032133956,,22856,
Thailand,THA,2019,0.0950376,,67769,
Thailand,THA,2020,0.046665337,,33354,
Thailand,THA,2021,0.013972186,,10004,
Togo,TGO,2006,60.969154,,3581474,
Togo,TGO,2011,58.887207,,3974104,
Togo,TGO,2015,54.69216,,4087270,
Togo,TGO,2018,28.434795,,2312072,
Togo,TGO,2021,26.59183,,2332972,
Tonga,TON,2000,3.0948093,,3189,
Tonga,TON,2009,1.2616102,,1352,
Tonga,TON,2015,1.7910179,,1901,
Tonga,TON,2021,0.01921559,,20,
Trinidad and Tobago,TTO,1988,0,,0,
Trinidad and Tobago,TTO,1992,1.343,,17264,
Tunisia,TUN,1985,12.9539995,,968453,
Tunisia,TUN,1990,9.29,,784078,
Tunisia,TUN,1995,9.751,,906268,
Tunisia,TUN,2000,4.318,,427193,
Tunisia,TUN,2005,2.5680616,,267610,
Tunisia,TUN,2010,1.4960226,,163836,
Tunisia,TUN,2015,0.14006154,,16263,
Tunisia,TUN,2021,0.27373365,,33626,
Turkey,TUR,1987,0.87700003,,449464,
Turkey,TUR,1994,2.5709999,,1499156,
Turkey,TUR,2002,2.1044152,,1388676,
Turkey,TUR,2003,3.8555894,,2578130,
Turkey,TUR,2004,2.0136497,,1364954,
Turkey,TUR,2005,2.3406663,,1608148,
Turkey,TUR,2006,1.7702271,,1232102,
Turkey,TUR,2007,1.3053389,,915801,
Turkey,TUR,2008,0.56494784,,401405,
Turkey,TUR,2009,0.72038996,,518963,
Turkey,TUR,2010,0.77376914,,565951,
Turkey,TUR,2011,0.12952742,,96140,
Turkey,TUR,2012,0.09306085,,69959,
Turkey,TUR,2013,0.29810533,,227000,
Turkey,TUR,2014,0.20468259,,157978,
Turkey,TUR,2015,0.21237287,,166115,
Turkey,TUR,2016,0.20271698,,160710,
Turkey,TUR,2017,0.30056062,,241388,
Turkey,TUR,2018,0.35439268,,288501,
Turkey,TUR,2019,0.45154127,,372880,
Turkey,TUR,2020,0.47089854,,392657,
Turkey,TUR,2021,0.44286466,,372659,
Turkmenistan,TKM,1998,43.115105,,1910653,
Tuvalu,TUV,2010,3.625352,,382,
Uganda,UGA,1989,58.689,,9993882,
Uganda,UGA,1992,65.10545,,12340083,
Uganda,UGA,1996,63.94645,,13668582,
Uganda,UGA,1999,67.94519,,16094207,
Uganda,UGA,2002,66.02675,,17059042,
Uganda,UGA,2005,57.33955,,16180864,
Uganda,UGA,2009,45.898636,,14588516,
Uganda,UGA,2012,37.544044,,13036576,
Uganda,UGA,2016,42.861576,,16903616,
Uganda,UGA,2019,42.11563,,18480600,
Ukraine,UKR,1992,3.9067447,,2037383,
Ukraine,UKR,1993,1.9460162,,1015416,
Ukraine,UKR,1995,7.896,,4067451,
Ukraine,UKR,1996,7.2080126,,3680253,
Ukraine,UKR,2002,2.662997,,1283630,
Ukraine,UKR,2003,1.138516,,544358,
Ukraine,UKR,2004,0.9296715,,441144,
Ukraine,UKR,2005,0.3968115,,186919,
Ukraine,UKR,2006,0.16045214,,75072,
Ukraine,UKR,2007,0.10203078,,47454,
Ukraine,UKR,2008,0.026821088,,12407,
Ukraine,UKR,2009,0.06931827,,31923,
Ukraine,UKR,2010,0.012536798,,5751,
Ukraine,UKR,2011,0.011348583,,5187,
Ukraine,UKR,2012,0.11384704,,51907,
Ukraine,UKR,2013,0.004414646,,2008,
Ukraine,UKR,2014,0.012276275,,5558,
Ukraine,UKR,2015,0.12321677,,55637,
Ukraine,UKR,2016,0.0983475,,44261,
Ukraine,UKR,2017,0.03222395,,14446,
Ukraine,UKR,2018,0.009935224,,4433,
Ukraine,UKR,2019,0,,0,
Ukraine,UKR,2020,0.028825609,,12721,
United Arab Emirates,ARE,2013,0,,0,
United Arab Emirates,ARE,2018,0,,0,
United Kingdom,GBR,1968,0.22279997,,123012,
United Kingdom,GBR,1969,0.24375853,,135144,
United Kingdom,GBR,1970,0,,0,
United Kingdom,GBR,1971,0,,0,
United Kingdom,GBR,1972,0.23006743,,129036,
United Kingdom,GBR,1973,0,,0,
United Kingdom,GBR,1974,0.23836887,,134035,
United Kingdom,GBR,1975,0.23684762,,133169,
United Kingdom,GBR,1976,0,,0,
United Kingdom,GBR,1977,0.24468091,,137495,
United Kingdom,GBR,1978,0,,0,
United Kingdom,GBR,1979,0,,0,
United Kingdom,GBR,1980,0,,0,
United Kingdom,GBR,1981,0,,0,
United Kingdom,GBR,1982,0,,0,
United Kingdom,GBR,1983,0,,0,
United Kingdom,GBR,1984,0,,0,
United Kingdom,GBR,1985,0.21794489,,123248,
United Kingdom,GBR,1986,0.246679,,139821,
United Kingdom,GBR,1987,0,,0,
United Kingdom,GBR,1988,0,,0,
United Kingdom,GBR,1989,0.23182261,,132317,
United Kingdom,GBR,1990,0,,0,
United Kingdom,GBR,1991,0,,0,
United Kingdom,GBR,1992,0.24008574,,138242,
United Kingdom,GBR,1993,0.24117,,139200,
United Kingdom,GBR,1994,0.24662726,,142713,
United Kingdom,GBR,1995,0.24714142,,143389,
United Kingdom,GBR,1996,0.24636719,,143304,
United Kingdom,GBR,1997,0.24725112,,144189,
United Kingdom,GBR,1998,0.24555744,,143620,
United Kingdom,GBR,1999,0.24853188,,145845,
United Kingdom,GBR,2000,0.2488854,,146575,
United Kingdom,GBR,2001,0.24793082,,146576,
United Kingdom,GBR,2002,0.24940577,,148073,
United Kingdom,GBR,2003,0.24987273,,149043,
United Kingdom,GBR,2004,0.24976642,,149830,
United Kingdom,GBR,2005,0.24664982,,148979,
United Kingdom,GBR,2006,0.23013963,,140033,
United Kingdom,GBR,2007,0.24377541,,149489,
United Kingdom,GBR,2008,0.2468745,,152586,
United Kingdom,GBR,2009,0.24892771,,155023,
United Kingdom,GBR,2010,0.24635163,,154626,
United Kingdom,GBR,2011,0.24730621,,156443,
United Kingdom,GBR,2012,0.24467662,,155860,
United Kingdom,GBR,2013,0.24445823,,156767,
United Kingdom,GBR,2014,0.24630047,,159116,
United Kingdom,GBR,2015,0.24924742,,162300,
United Kingdom,GBR,2016,0.24917287,,163486,
United Kingdom,GBR,2017,0.24929656,,164682,
United Kingdom,GBR,2018,0.49848223,,331293,
United Kingdom,GBR,2019,0.49803847,,332871,
United Kingdom,GBR,2020,0.49933377,,334959,
United Kingdom,GBR,2021,0.24510054,,164282,
United States,USA,1963,1.2488154,,2363283,
United States,USA,1964,1.2425098,,2384240,
United States,USA,1965,0.99959636,,1942246,
United States,USA,1966,0.9982232,,1962108,
United States,USA,1967,0.998477,,1984094,
United States,USA,1968,0.7472127,,1499701,
United States,USA,1969,0.4991601,,1011683,
United States,USA,1970,0.99295706,,2036078,
United States,USA,1971,0.747157,,1551554,
United States,USA,1972,0.74866146,,1571410,
United States,USA,1973,0.7495643,,1588394,
United States,USA,1974,0.74715984,,1597831,
United States,USA,1975,0.49715438,,1073719,
United States,USA,1976,0.49868184,,1087301,
United States,USA,1977,0.499499,,1100092,
United States,USA,1978,0.499942,,1112796,
United States,USA,1979,0.49982077,,1124872,
United States,USA,1980,0.4995189,,1135032,
United States,USA,1981,0.49927452,,1145665,
United States,USA,1982,0.74773115,,1732224,
United States,USA,1983,0.49979457,,1168480,
United States,USA,1984,0.49553943,,1168606,
United States,USA,1985,0.49709204,,1182701,
United States,USA,1986,0.49619088,,1191518,
United States,USA,1987,0.49927145,,1209680,
United States,USA,1988,0.4992039,,1220549,
United States,USA,1989,0.49920124,,1232124,
United States,USA,1990,0.49714324,,1240984,
United States,USA,1991,0.49938723,,1263355,
United States,USA,1992,0.49789935,,1277182,
United States,USA,1993,0.49965855,,1298708,
United States,USA,1994,0.49979275,,1315085,
United States,USA,1995,0.49998137,,1331340,
United States,USA,1996,0.7485454,,2016536,
United States,USA,1997,0.74906164,,2042369,
United States,USA,1998,0.7488341,,2065689,
United States,USA,1999,0.74805623,,2087376,
United States,USA,2000,0.74959534,,2115076,
United States,USA,2001,0.7493069,,2135292,
United States,USA,2002,0.74891585,,2154071,
United States,USA,2003,0.9974198,,2893594,
United States,USA,2004,0.9998821,,2927708,
United States,USA,2005,0.99973184,,2954374,
United States,USA,2006,0.9989091,,2980544,
United States,USA,2007,0.99989045,,3011982,
United States,USA,2008,0.99974924,,3040177,
United States,USA,2009,0.9993861,,3065832,
United States,USA,2010,0.99972683,,3092426,
United States,USA,2011,0.9989762,,3112645,
United States,USA,2012,0.99847966,,3134005,
United States,USA,2013,0.99546385,,3146262,
United States,USA,2014,1.2489468,,3976476,
United States,USA,2015,1.2491881,,4006634,
United States,USA,2016,0.9993911,,3228750,
United States,USA,2017,1.2499229,,4063776,
United States,USA,2018,0.9997919,,3267702,
United States,USA,2019,0.99917054,,3280576,
United States,USA,2020,0.24997409,,828693,
United States,USA,2021,0.24871896,,825825,
United States,USA,2022,1.2491857,,4163380,
Uruguay,URY,2006,0.5640882,,18741,
Uruguay,URY,2007,0.38097277,,12681,
Uruguay,URY,2008,0.22757798,,7592,
Uruguay,URY,2009,0.28220025,,9437,
Uruguay,URY,2010,0.16911623,,5670,
Uruguay,URY,2011,0.13941857,,4687,
Uruguay,URY,2012,0.1693853,,5710,
Uruguay,URY,2013,0.17424801,,5892,
Uruguay,URY,2014,0.15346177,,5205,
Uruguay,URY,2015,0.14976595,,5096,
Uruguay,URY,2016,0.09227166,,3150,
Uruguay,URY,2017,0.06634591,,2270,
Uruguay,URY,2018,0.055849954,,1914,
Uruguay,URY,2019,0.102072,,3499,
Uruguay,URY,2020,0.20679526,,7091,
Uruguay,URY,2021,0.112155,,3843,
Uruguay,URY,2022,0.15517578,,5311,
Uruguay (urban),,1981,0,,0,
Uruguay (urban),,1989,0.6781315,,18620,
Uruguay (urban),,1992,0.5608615,,15853,
Uruguay (urban),,1995,0.5344624,,15525,
Uruguay (urban),,1996,0.59042615,,17305,
Uruguay (urban),,1997,0.5678494,,16796,
Uruguay (urban),,1998,0.6430772,,19188,
Uruguay (urban),,2000,0.6551623,,19850,
Uruguay (urban),,2001,0.49742898,,15156,
Uruguay (urban),,2002,0.6346368,,19425,
Uruguay (urban),,2003,0.8112068,,24927,
Uruguay (urban),,2004,1.0326413,,31851,
Uruguay (urban),,2005,0.8616673,,26677,
Uzbekistan,UZB,1998,58.80824,,14143969,
Uzbekistan,UZB,2000,81.34299,,20051370,
Uzbekistan,UZB,2002,80.46969,,20336180,
Uzbekistan,UZB,2003,81.503525,,20838536,
Uzbekistan,UZB,2022,2.2530925,,803185,
Vanuatu,VUT,2010,14.650419,,35960,
Vanuatu,VUT,2019,9.963333,,30481,
Venezuela,VEN,1981,6.68,,1044647,
Venezuela,VEN,1987,7.0309997,,1288688,
Venezuela,VEN,1989,5.318249,,1025108,
Venezuela,VEN,1992,4.5260434,,936912,
Venezuela,VEN,1995,9.928085,,2194830,
Venezuela,VEN,1998,10.43187,,2451888,
Venezuela,VEN,1999,11.833123,,2836040,
Venezuela,VEN,2001,10.2914915,,2560544,
Venezuela,VEN,2002,16.381353,,4149549,
Venezuela,VEN,2003,19.652534,,5066822,
Venezuela,VEN,2004,16.60901,,4356034,
Venezuela,VEN,2005,14.35571,,3828493,
Venezuela,VEN,2006,7.1300364,,1932388,
Vietnam,VNM,1992,45.069004,,31934652,
Vietnam,VNM,1997,24.38948,,18790350,
Vietnam,VNM,2002,29.939255,,24143706,
Vietnam,VNM,2004,20.142012,,16579136,
Vietnam,VNM,2006,14.901668,,12510218,
Vietnam,VNM,2008,11.139827,,9535385,
Vietnam,VNM,2010,2.8704822,,2509118,
Vietnam,VNM,2012,1.6601624,,1482547,
Vietnam,VNM,2014,1.9120458,,1744465,
Vietnam,VNM,2016,1.2634453,,1176603,
Vietnam,VNM,2018,1.2314411,,1168814,
Vietnam,VNM,2020,0.6537779,,631868,
Vietnam,VNM,2022,0.9637949,,946320,
Western and Central Africa (PIP),,1990,55.19955,,114119016,
Western and Central Africa (PIP),,1991,56.62331,,120139320,
Western and Central Africa (PIP),,1992,57.187717,,124649840,
Western and Central Africa (PIP),,1993,58.228374,,130308560,
Western and Central Africa (PIP),,1994,58.74343,,134919424,
Western and Central Africa (PIP),,1995,58.819443,,138732416,
Western and Central Africa (PIP),,1996,58.58892,,141902512,
Western and Central Africa (PIP),,1997,57.710136,,143532656,
Western and Central Africa (PIP),,1998,56.90996,,145395232,
Western and Central Africa (PIP),,1999,56.066765,,147117520,
Western and Central Africa (PIP),,2000,55.42714,,149438160,
Western and Central Africa (PIP),,2001,53.712242,,148868896,
Western and Central Africa (PIP),,2002,51.114834,,145652896,
Western and Central Africa (PIP),,2003,49.668503,,145517760,
Western and Central Africa (PIP),,2004,47.68289,,143651984,
Western and Central Africa (PIP),,2005,46.52171,,144135808,
Western and Central Africa (PIP),,2006,45.468506,,144863328,
Western and Central Africa (PIP),,2007,44.528942,,145882528,
Western and Central Africa (PIP),,2008,42.50965,,143212384,
Western and Central Africa (PIP),,2009,41.488827,,143748512,
Western and Central Africa (PIP),,2010,39.091118,,139296416,
Western and Central Africa (PIP),,2011,38.173847,,139903024,
Western and Central Africa (PIP),,2012,36.14541,,136195168,
Western and Central Africa (PIP),,2013,34.759586,,134590704,
Western and Central Africa (PIP),,2014,33.087112,,131638896,
Western and Central Africa (PIP),,2015,33.032955,,135002496,
Western and Central Africa (PIP),,2016,31.75957,,133319800,
Western and Central Africa (PIP),,2017,29.942915,,129095488,
Western and Central Africa (PIP),,2018,28.2236,,124930872,
Western and Central Africa (PIP),,2019,27.263,,123857464,
Western and Central Africa (PIP),,2020,28.30967,,131976592,
Western and Central Africa (PIP),,2021,27.928606,,133550656,
Western and Central Africa (PIP),,2022,27.320498,,133960840,
Western and Central Africa (PIP),,2023,27.011112,,135809040,
Western and Central Africa (PIP),,2024,26.530159,,136766384,
World,OWID_WRL,1990,37.87023,,2004621056,
World,OWID_WRL,1991,37.36523,,2011197312,
World,OWID_WRL,1992,36.623978,,2003391872,
World,OWID_WRL,1993,36.142628,,2008309760,
World,OWID_WRL,1994,34.18242,,1928587904,
World,OWID_WRL,1995,32.508305,,1861664896,
World,OWID_WRL,1996,31.011244,,1802243456,
World,OWID_WRL,1997,30.784607,,1815077632,
World,OWID_WRL,1998,31.13193,,1861604224,
World,OWID_WRL,1999,30.21788,,1831895168,
World,OWID_WRL,2000,29.28814,,1799557504,
World,OWID_WRL,2001,28.345945,,1764917248,
World,OWID_WRL,2002,26.834557,,1692761728,
World,OWID_WRL,2003,25.25718,,1613798016,
World,OWID_WRL,2004,23.345062,,1510641280,
World,OWID_WRL,2005,21.499578,,1408802944,
World,OWID_WRL,2006,20.50733,,1360683904,
World,OWID_WRL,2007,19.194946,,1289433472,
World,OWID_WRL,2008,18.302,,1244799616,
World,OWID_WRL,2009,17.41682,,1199263616,
World,OWID_WRL,2010,15.677831,,1092742528,
World,OWID_WRL,2011,13.897983,,980369792,
World,OWID_WRL,2012,12.9269705,,923164864,
World,OWID_WRL,2013,11.522181,,832973376,
World,OWID_WRL,2014,11.001393,,804976384,
World,OWID_WRL,2015,10.513923,,778435072,
World,OWID_WRL,2016,10.209887,,764762944,
World,OWID_WRL,2017,9.351074,,708478656,
World,OWID_WRL,2018,8.708571,,667108864,
World,OWID_WRL,2019,8.83045,,683633536,
World,OWID_WRL,2020,9.681396,,757105024,
World,OWID_WRL,2021,9.452808,,745666368,
World,OWID_WRL,2022,8.964803,,712786752,
World,OWID_WRL,2023,8.791051,,705163328,
World,OWID_WRL,2024,8.5450115,,691757504,
World (excluding China),,1990,28.56321,,1187718400,
World (excluding China),,1991,28.407013,,1202115840,
World (excluding China),,1992,28.164663,,1212543616,
World (excluding China),,1993,28.222612,,1235637632,
World (excluding China),,1994,27.644487,,1230237952,
World (excluding China),,1995,27.097305,,1225308032,
World (excluding China),,1996,26.45969,,1215566208,
World (excluding China),,1997,26.411152,,1232339328,
World (excluding China),,1998,27.040302,,1281113216,
World (excluding China),,1999,26.072084,,1253950976,
World (excluding China),,2000,25.74162,,1256622464,
World (excluding China),,2001,25.349358,,1255933440,
World (excluding China),,2002,24.273962,,1220432000,
World (excluding China),,2003,23.561777,,1201901056,
World (excluding China),,2004,22.383028,,1158288000,
World (excluding China),,2005,21.312098,,1118667904,
World (excluding China),,2006,20.526066,,1092826368,
World (excluding China),,2007,19.379652,,1046439680,
World (excluding China),,2008,18.552162,,1016062208,
World (excluding China),,2009,17.91953,,995322944,
World (excluding China),,2010,16.223711,,913764928,
World (excluding China),,2011,14.827594,,846508736,
World (excluding China),,2012,14.00588,,810547776,
World (excluding China),,2013,13.576585,,796411008,
World (excluding China),,2014,13.137632,,781055936,
World (excluding China),,2015,12.793,,770649088,
World (excluding China),,2016,12.513306,,763640128,
World (excluding China),,2017,11.463635,,708478720,
World (excluding China),,2018,10.66076,,667108928,
World (excluding China),,2019,10.793028,,683633600,
World (excluding China),,2020,11.81296,,757105024,
World (excluding China),,2021,11.514401,,745666368,
World (excluding China),,2022,10.900927,,712786752,
World (excluding China),,2023,10.668939,,705163328,
World (excluding China),,2024,10.349546,,691757504,
World (excluding India),,1990,35.59056,,1574150272,
World (excluding India),,1991,35.022606,,1573774208,
World (excluding India),,1992,34.207294,,1560738816,
World (excluding India),,1993,33.718716,,1561268224,
World (excluding India),,1994,31.470024,,1478078976,
World (excluding India),,1995,29.591972,,1409305088,
World (excluding India),,1996,27.954527,,1349728128,
World (excluding India),,1997,27.729876,,1357022592,
World (excluding India),,1998,28.236988,,1400072320,
World (excluding India),,1999,27.332851,,1372598016,
World (excluding India),,2000,26.27794,,1336151296,
World (excluding India),,2001,25.181616,,1296192768,
World (excluding India),,2002,23.378794,,1217994880,
World (excluding India),,2003,21.622982,,1139973888,
World (excluding India),,2004,19.523634,,1041519424,
World (excluding India),,2005,17.582994,,949140864,
World (excluding India),,2006,16.71474,,913082176,
World (excluding India),,2007,15.45244,,854191680,
World (excluding India),,2008,14.535664,,813227648,
World (excluding India),,2009,13.74342,,778155648,
World (excluding India),,2010,12.752204,,730621184,
World (excluding India),,2011,11.579238,,671181632,
World (excluding India),,2012,10.834908,,635673088,
World (excluding India),,2013,9.326417,,553818560,
World (excluding India),,2014,8.946478,,537664896,
World (excluding India),,2015,8.641945,,525515232,
World (excluding India),,2016,8.458333,,520337952,
World (excluding India),,2017,8.248478,,513240640,
World (excluding India),,2018,8.121551,,510956640,
World (excluding India),,2019,8.106052,,515436512,
World (excluding India),,2020,8.425891,,541263872,
World (excluding India),,2021,8.52885,,552732736,
World (excluding India),,2022,8.384091,,547797568,
World (excluding India),,2023,8.464807,,558063424,
World (excluding India),,2024,8.4574795,,562738240,
Yemen,YEM,1998,8.098642,,1426020,
Yemen,YEM,2005,10.542901,,2264834,
Yemen,YEM,2014,19.802757,,5495919,
Zambia,ZMB,1991,57.4386,,4526430,
Zambia,ZMB,1993,59.056004,,4884473,
Zambia,ZMB,1996,46.773384,,4163776,
Zambia,ZMB,1998,47.22561,,4426187,
Zambia,ZMB,2002,56.388855,,6079806,
Zambia,ZMB,2004,61.062454,,6985860,
Zambia,ZMB,2006,64.69803,,7884632,
Zambia,ZMB,2010,64.4019,,8882366,
Zambia,ZMB,2015,60.793095,,9877802,
Zambia,ZMB,2022,64.349754,,12881325,
Zimbabwe,ZWE,2011,21.58,,2810964,
Zimbabwe,ZWE,2017,34.206043,,5045768,
Zimbabwe,ZWE,2019,39.75453,,6104153,
